GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),COUNTRY (CODE),STARTYEAR,ENDYEAR,COUNTRY (DISPLAY),COUNTRY (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
W7_rotation_B,Health warnings on other smoked tobacco packaging must be rotated,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1246,PUBLISHED,Published,,2012,2012,,EUR,Europe,,DEU,2012,2012,Germany,,,,,Yes,,,,,,
W8_princ_langs_B,Health warnings on other smoked tobacco packaging must be written in the principal language(s) of the country,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1245,PUBLISHED,Published,,2012,2012,,EUR,Europe,,DEU,2012,2012,Germany,,,,,Yes,,,,,,
W9_no_obscure_B,Health warnings on other smoked tobacco packaging must not be obscured in any way including by required markings such as tax stamps,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2730,PUBLISHED,Published,,2012,2012,,EUR,Europe,,DEU,2012,2012,Germany,,,,,No,,,,,,
W10_graphic_B,Health warnings on other smoked tobacco packaging must include a photograph or graphic,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1244,PUBLISHED,Published,,2012,2012,,EUR,Europe,,DEU,2012,2012,Germany,,,,,No,,,,,,
W11_outside_pack_B,Health warnings appear on each other smoked tobacco package and any outside packaging and labelling used in the retail sale,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1249,PUBLISHED,Published,,2012,2012,,EUR,Europe,,DEU,2012,2012,Germany,,,,,Yes,,,,,,
W12_imports_dutyfree_B,Health warnings on other smoked tobacco packaging law applys to products whether manufactured domestically imported AND for duty-free sale,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2729,PUBLISHED,Published,,2012,2012,,EUR,Europe,,DEU,2012,2012,Germany,,,,,Yes,,,,,,
W13_ind_liability_B,Health warnings on other smoked tobacco packaging do not remove or diminish the liability of the tobacco industry,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2728,PUBLISHED,Published,,2012,2012,,EUR,Europe,,DEU,2012,2012,Germany,,,,,No,,,,,,
W14_harm_effects_B,Health warnings on other smoked tobacco packaging describe the harmful effects of tobacco use on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1248,PUBLISHED,Published,,2012,2012,,EUR,Europe,,DEU,2012,2012,Germany,,,,,Yes,,,,,,
W15_specific_hw_B,Specific health warnings are mandated for other smoked tobacco packaging,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1251,PUBLISHED,Published,,2012,2012,,EUR,Europe,,DEU,2012,2012,Germany,,,,,Yes,,,,,,
W16_number_hw_B,Number of health warnings approved by the law for other smoked tobacco packaging,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1269,PUBLISHED,Published,,2012,2012,,EUR,Europe,,DEU,2012,2012,Germany,,,,,17,17.00000,,,,,
W17_fines_B,Health warnings on other smoked tobacco packaging law requires or establishes fines for violations,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2731,PUBLISHED,Published,,2012,2012,,EUR,Europe,,DEU,2012,2012,Germany,,,,,Yes,,,,,,
W18_misleading_terms_B,Ban on deceitful terms on other smoked tobacco packaging,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1255,PUBLISHED,Published,,2012,2012,,EUR,Europe,,DEU,2012,2012,Germany,,,,,Yes,,,,,,
W19_colours_numbers_B,Other smoked tobacco packaging and labelling must not use figurative or other signs including colors or numbers as substitutes for prohibited misleading terms and descriptors,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2732,PUBLISHED,Published,,2012,2012,,EUR,Europe,,DEU,2012,2012,Germany,,,,,Yes,,,,,,
W20_flavours_B,Other smoked tobacco packaging and labelling must not use descriptors depicting flavours,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2733,PUBLISHED,Published,,2012,2012,,EUR,Europe,,DEU,2012,2012,Germany,,,,,No,,,,,,
W21_emissions_quant_B,Other smoked tobacco packaging and labelling must not display quantitative information on emission yields (such as tar nicotine and carbon monoxide) including when used as part of a brand name or trademark,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2734,PUBLISHED,Published,,2012,2012,,EUR,Europe,,DEU,2012,2012,Germany,,,,,No,,,,,,
W22_emissions_qual_B,Other smoked tobacco packaging and labelling must display qualitative information on emission yields,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4576,PUBLISHED,Published,,2012,2012,,EUR,Europe,,DEU,2012,2012,Germany,,,,,No,,,,,,
W24_exp_date_B,Display of expiry dates is prevented on other smoked tobacco packaging,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4578,PUBLISHED,Published,,2012,2012,,EUR,Europe,,DEU,2012,2012,Germany,,,,,No,,,,,,
W25_quitline_number_B,The quit line number must appear on other smoked tobacco packaging or labelling,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2735,PUBLISHED,Published,,2012,2012,,EUR,Europe,,DEU,2012,2012,Germany,,,,,No,,,,,,
W26_plain_packaging_B,Plain packaging of other smoked tobacco products is mandatory (ie. the use of logos colours brand images or promotional information on packaging other than brand names and product names displayed in a standard colour and font style is prohibited),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2736,PUBLISHED,Published,,2012,2012,,EUR,Europe,,DEU,2012,2012,Germany,,,,,No,,,,,,
W1_HW_law_A,Law mandates that health warnings appear on cigarette packages,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2726,PUBLISHED,Published,,2020,2020,,EUR,Europe,,DEU,2020,2020,Germany,,,,,Yes,,,,,,
W2_pc_front_back_A,Percentage of principal display area mandated to be covered by health warnings - front and back of cigarette packaging,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1314,PUBLISHED,Published,,2020,2020,,EUR,Europe,,DEU,2020,2020,Germany,,,,,65,65.00000,,,,,
W3_pc_front_A,Percentage of principal display area mandated to be covered by health warnings - front of cigarette packaging,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1266,PUBLISHED,Published,,2020,2020,,EUR,Europe,,DEU,2020,2020,Germany,,,,,65,65.00000,,,,,
W4_pc_back_A,Percentage of principal display area mandated to be covered by health warnings - back of cigarette packaging,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1252,PUBLISHED,Published,,2020,2020,,EUR,Europe,,DEU,2020,2020,Germany,,,,,65,65.00000,,,,,
W5_top_side_A,Health warnings on cigarette packaging must be placed at the top of the principal display areas of the package,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2727,PUBLISHED,Published,,2020,2020,,EUR,Europe,,DEU,2020,2020,Germany,,,,,Yes,,,,,,
W6_font_A,"Font style, font size and colour of health warnings are mandated for cigarette packaging",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1247,PUBLISHED,Published,,2020,2020,,EUR,Europe,,DEU,2020,2020,Germany,,,,,Yes,,,,,,
W7_rotation_A,Health warnings on cigarette packaging must be rotated,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1246,PUBLISHED,Published,,2020,2020,,EUR,Europe,,DEU,2020,2020,Germany,,,,,Yes,,,,,,
W8_princ_langs_A,Health warnings on cigarette packaging must be written in the principal language(s) of the country,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1245,PUBLISHED,Published,,2020,2020,,EUR,Europe,,DEU,2020,2020,Germany,,,,,Yes,,,,,,
W9_no_obscure_A,Health warnings on cigarette packaging must not be obscured in any way including by required markings such as tax stamps,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2730,PUBLISHED,Published,,2020,2020,,EUR,Europe,,DEU,2020,2020,Germany,,,,,Yes,,,,,,
W10_graphic_A,Health warnings on cigarette packaging must include a photograph or graphic,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1244,PUBLISHED,Published,,2020,2020,,EUR,Europe,,DEU,2020,2020,Germany,,,,,Yes,,,,,,
W11_outside_pack_A,Health warnings appear on each cigarette package and any outside packaging and labelling used in the retail sale,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1249,PUBLISHED,Published,,2020,2020,,EUR,Europe,,DEU,2020,2020,Germany,,,,,Yes,,,,,,
W12_imports_dutyfree_A,Health warnings on cigarette packaging law applys to products whether manufactured domestically imported AND for duty-free sale,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2729,PUBLISHED,Published,,2020,2020,,EUR,Europe,,DEU,2020,2020,Germany,,,,,Yes,,,,,,
W13_ind_liability_A,Health warnings on cigarette packaging do not remove or diminish the liability of the tobacco industry,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2728,PUBLISHED,Published,,2020,2020,,EUR,Europe,,DEU,2020,2020,Germany,,,,,No,,,,,,
W14_harm_effects_A,Health warnings on cigarette packaging describe the harmful effects of tobacco use on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1248,PUBLISHED,Published,,2020,2020,,EUR,Europe,,DEU,2020,2020,Germany,,,,,Yes,,,,,,
W15_specific_hw_A,Specific health warnings are mandated for cigarette packaging,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1251,PUBLISHED,Published,,2020,2020,,EUR,Europe,,DEU,2020,2020,Germany,,,,,Yes,,,,,,
W16_number_hw_A,Number of health warnings approved by the law for cigarette packaging,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1250,PUBLISHED,Published,,2020,2020,,EUR,Europe,,DEU,2020,2020,Germany,,,,,15,15.00000,,,,,
W17_fines_A,Health warnings on cigarette packaging law requires or establishes fines for violations,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2731,PUBLISHED,Published,,2020,2020,,EUR,Europe,,DEU,2020,2020,Germany,,,,,Yes,,,,,,
W18_misleading_terms_A,Ban on deceitful terms on cigarette packaging,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1255,PUBLISHED,Published,,2020,2020,,EUR,Europe,,DEU,2020,2020,Germany,,,,,Yes,,,,,,
W19_colours_numbers_A,Cigarette packaging and labelling must not use figurative or other signs including colors or numbers as substitutes for prohibited misleading terms and descriptors,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2732,PUBLISHED,Published,,2020,2020,,EUR,Europe,,DEU,2020,2020,Germany,,,,,Yes,,,,,,
W20_flavours_A,Cigarette packaging and labelling must not use descriptors depicting flavours,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2733,PUBLISHED,Published,,2020,2020,,EUR,Europe,,DEU,2020,2020,Germany,,,,,Yes,,,,,,
W21_emissions_quant_A,Cigarette packaging and labelling must not display quantitative information on emission yields (such as tar nicotine and carbon monoxide) including when used as part of a brand name or trademark,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2734,PUBLISHED,Published,,2020,2020,,EUR,Europe,,DEU,2020,2020,Germany,,,,,Yes,,,,,,
W22_emissions_qual_A,Cigarette packaging and labelling must display qualitative information on emission yields,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4576,PUBLISHED,Published,,2020,2020,,EUR,Europe,,DEU,2020,2020,Germany,,,,,Yes,,,,,,
W23_emissions_front_back_A,Qualitative information on emission yields must be displayed on one or more principle display areas of cigarette packaging,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4577,PUBLISHED,Published,,2020,2020,,EUR,Europe,,DEU,2020,2020,Germany,,,,,No,,,,,,
W24_exp_date_A,Display of expiry dates is prevented on cigarette packaging,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4578,PUBLISHED,Published,,2020,2020,,EUR,Europe,,DEU,2020,2020,Germany,,,,,No,,,,,,
W25_quitline_number_A,The quit line number must appear on cigarette packaging or labelling,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2735,PUBLISHED,Published,,2020,2020,,EUR,Europe,,DEU,2020,2020,Germany,,,,,Yes,,,,,,
W26_plain_packaging_A,Plain packaging of cigarettes is mandatory (ie. the use of logos colours brand images or promotional information on packaging other than brand names and product names displayed in a standard colour and font style is prohibited),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2736,PUBLISHED,Published,,2020,2020,,EUR,Europe,,DEU,2020,2020,Germany,,,,,No,,,,,,
W1_HW_law_B,Law mandates that health warnings appear on other smoked tobacco packages,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2726,PUBLISHED,Published,,2020,2020,,EUR,Europe,,DEU,2020,2020,Germany,,,,,Yes,,,,,,
W2_pc_front_back_B,Percentage of principal display area mandated to be covered by health warnings - front and back of other smoked tobacco packaging,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1314,PUBLISHED,Published,,2020,2020,,EUR,Europe,,DEU,2020,2020,Germany,,,,,65,65.00000,,,,,
W3_pc_front_B,Percentage of principal display area mandated to be covered by health warnings - front of other smoked tobacco packaging,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1266,PUBLISHED,Published,,2020,2020,,EUR,Europe,,DEU,2020,2020,Germany,,,,,65,65.00000,,,,,
W4_pc_back_B,Percentage of principal display area mandated to be covered by health warnings - back of other smoked tobacco packaging,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1252,PUBLISHED,Published,,2020,2020,,EUR,Europe,,DEU,2020,2020,Germany,,,,,65,65.00000,,,,,
W5_top_side_B,Health warnings on other smoked tobacco packaging must be placed at the top of the principal display areas of the package,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2727,PUBLISHED,Published,,2020,2020,,EUR,Europe,,DEU,2020,2020,Germany,,,,,Yes,,,,,,
W6_font_B,"Font style, font size and colour of health warnings are mandated for other smoked tobacco packaging",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1247,PUBLISHED,Published,,2020,2020,,EUR,Europe,,DEU,2020,2020,Germany,,,,,Yes,,,,,,
W7_rotation_B,Health warnings on other smoked tobacco packaging must be rotated,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1246,PUBLISHED,Published,,2020,2020,,EUR,Europe,,DEU,2020,2020,Germany,,,,,Yes,,,,,,
W8_princ_langs_B,Health warnings on other smoked tobacco packaging must be written in the principal language(s) of the country,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1245,PUBLISHED,Published,,2020,2020,,EUR,Europe,,DEU,2020,2020,Germany,,,,,Yes,,,,,,
W9_no_obscure_B,Health warnings on other smoked tobacco packaging must not be obscured in any way including by required markings such as tax stamps,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2730,PUBLISHED,Published,,2020,2020,,EUR,Europe,,DEU,2020,2020,Germany,,,,,Yes,,,,,,
W10_graphic_B,Health warnings on other smoked tobacco packaging must include a photograph or graphic,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1244,PUBLISHED,Published,,2020,2020,,EUR,Europe,,DEU,2020,2020,Germany,,,,,Yes,,,,,,
W11_outside_pack_B,Health warnings appear on each other smoked tobacco package and any outside packaging and labelling used in the retail sale,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1249,PUBLISHED,Published,,2020,2020,,EUR,Europe,,DEU,2020,2020,Germany,,,,,Yes,,,,,,
W12_imports_dutyfree_B,Health warnings on other smoked tobacco packaging law applys to products whether manufactured domestically imported AND for duty-free sale,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2729,PUBLISHED,Published,,2020,2020,,EUR,Europe,,DEU,2020,2020,Germany,,,,,Yes,,,,,,
W13_ind_liability_B,Health warnings on other smoked tobacco packaging do not remove or diminish the liability of the tobacco industry,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2728,PUBLISHED,Published,,2020,2020,,EUR,Europe,,DEU,2020,2020,Germany,,,,,No,,,,,,
W14_harm_effects_B,Health warnings on other smoked tobacco packaging describe the harmful effects of tobacco use on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1248,PUBLISHED,Published,,2020,2020,,EUR,Europe,,DEU,2020,2020,Germany,,,,,Yes,,,,,,
W15_specific_hw_B,Specific health warnings are mandated for other smoked tobacco packaging,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1251,PUBLISHED,Published,,2020,2020,,EUR,Europe,,DEU,2020,2020,Germany,,,,,Yes,,,,,,
W16_number_hw_B,Number of health warnings approved by the law for other smoked tobacco packaging,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1269,PUBLISHED,Published,,2020,2020,,EUR,Europe,,DEU,2020,2020,Germany,,,,,15,15.00000,,,,,
W17_fines_B,Health warnings on other smoked tobacco packaging law requires or establishes fines for violations,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2731,PUBLISHED,Published,,2020,2020,,EUR,Europe,,DEU,2020,2020,Germany,,,,,Yes,,,,,,
W18_misleading_terms_B,Ban on deceitful terms on other smoked tobacco packaging,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1255,PUBLISHED,Published,,2020,2020,,EUR,Europe,,DEU,2020,2020,Germany,,,,,Yes,,,,,,
W19_colours_numbers_B,Other smoked tobacco packaging and labelling must not use figurative or other signs including colors or numbers as substitutes for prohibited misleading terms and descriptors,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2732,PUBLISHED,Published,,2020,2020,,EUR,Europe,,DEU,2020,2020,Germany,,,,,Yes,,,,,,
W20_flavours_B,Other smoked tobacco packaging and labelling must not use descriptors depicting flavours,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2733,PUBLISHED,Published,,2020,2020,,EUR,Europe,,DEU,2020,2020,Germany,,,,,Yes,,,,,,
W21_emissions_quant_B,Other smoked tobacco packaging and labelling must not display quantitative information on emission yields (such as tar nicotine and carbon monoxide) including when used as part of a brand name or trademark,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2734,PUBLISHED,Published,,2020,2020,,EUR,Europe,,DEU,2020,2020,Germany,,,,,Yes,,,,,,
W22_emissions_qual_B,Other smoked tobacco packaging and labelling must display qualitative information on emission yields,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4576,PUBLISHED,Published,,2020,2020,,EUR,Europe,,DEU,2020,2020,Germany,,,,,Yes,,,,,,
W23_emissions_front_back_B,Qualitative information on emission yields must be displayed on one or more principle display areas of other smoked tobacco packaging,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4577,PUBLISHED,Published,,2020,2020,,EUR,Europe,,DEU,2020,2020,Germany,,,,,No,,,,,,
W24_exp_date_B,Display of expiry dates is prevented on other smoked tobacco packaging,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4578,PUBLISHED,Published,,2020,2020,,EUR,Europe,,DEU,2020,2020,Germany,,,,,No,,,,,,
W25_quitline_number_B,The quit line number must appear on other smoked tobacco packaging or labelling,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2735,PUBLISHED,Published,,2020,2020,,EUR,Europe,,DEU,2020,2020,Germany,,,,,Yes,,,,,,
W26_plain_packaging_B,Plain packaging of other smoked tobacco products is mandatory (ie. the use of logos colours brand images or promotional information on packaging other than brand names and product names displayed in a standard colour and font style is prohibited),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2736,PUBLISHED,Published,,2020,2020,,EUR,Europe,,DEU,2020,2020,Germany,,,,,No,,,,,,
W23_emissions_front_back_A,Qualitative information on emission yields must be displayed on one or more principle display areas of cigarette packaging,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4577,PUBLISHED,Published,,2007,2007,,EUR,Europe,,DEU,2007,2007,Germany,,,,,Not applicable,,,,,,
W23_emissions_front_back_B,Qualitative information on emission yields must be displayed on one or more principle display areas of other smoked tobacco packaging,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4577,PUBLISHED,Published,,2007,2007,,EUR,Europe,,DEU,2007,2007,Germany,,,,,Not applicable,,,,,,
W23_emissions_front_back_A,Qualitative information on emission yields must be displayed on one or more principle display areas of cigarette packaging,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4577,PUBLISHED,Published,,2010,2010,,EUR,Europe,,DEU,2010,2010,Germany,,,,,Not applicable,,,,,,
W23_emissions_front_back_B,Qualitative information on emission yields must be displayed on one or more principle display areas of other smoked tobacco packaging,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4577,PUBLISHED,Published,,2010,2010,,EUR,Europe,,DEU,2010,2010,Germany,,,,,Not applicable,,,,,,
W23_emissions_front_back_A,Qualitative information on emission yields must be displayed on one or more principle display areas of cigarette packaging,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4577,PUBLISHED,Published,,2008,2008,,EUR,Europe,,DEU,2008,2008,Germany,,,,,Not applicable,,,,,,
W23_emissions_front_back_B,Qualitative information on emission yields must be displayed on one or more principle display areas of other smoked tobacco packaging,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4577,PUBLISHED,Published,,2008,2008,,EUR,Europe,,DEU,2008,2008,Germany,,,,,Not applicable,,,,,,
W23_emissions_front_back_A,Qualitative information on emission yields must be displayed on one or more principle display areas of cigarette packaging,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4577,PUBLISHED,Published,,2014,2014,,EUR,Europe,,DEU,2014,2014,Germany,,,,,Not applicable,,,,,,
W23_emissions_front_back_B,Qualitative information on emission yields must be displayed on one or more principle display areas of other smoked tobacco packaging,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4577,PUBLISHED,Published,,2014,2014,,EUR,Europe,,DEU,2014,2014,Germany,,,,,Not applicable,,,,,,
W23_emissions_front_back_A,Qualitative information on emission yields must be displayed on one or more principle display areas of cigarette packaging,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4577,PUBLISHED,Published,,2012,2012,,EUR,Europe,,DEU,2012,2012,Germany,,,,,Not applicable,,,,,,
W23_emissions_front_back_B,Qualitative information on emission yields must be displayed on one or more principle display areas of other smoked tobacco packaging,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4577,PUBLISHED,Published,,2012,2012,,EUR,Europe,,DEU,2012,2012,Germany,,,,,Not applicable,,,,,,
M_Est_tob_curr,Estimate of current tobacco use prevalence (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5584,PUBLISHED,Published,,2000,2000,,EUR,Europe,,DEU,2000,2000,Germany,,MLE,Male,,40.3 [33.8-46.8],40.30000,33.80000,46.80000,,,Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates.
M_Est_tob_curr,Estimate of current tobacco use prevalence (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5584,PUBLISHED,Published,,2000,2000,,EUR,Europe,,DEU,2000,2000,Germany,,FMLE,Female,,28.7 [24.0-33.3],28.70000,24.00000,33.30000,,,Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates.
M_Est_tob_curr,Estimate of current tobacco use prevalence (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5584,PUBLISHED,Published,,2000,2000,,EUR,Europe,,DEU,2000,2000,Germany,,BTSX,Both sexes,,34.3 [28.7-39.8],34.30000,28.70000,39.80000,,,Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates.
M_Est_tob_curr,Estimate of current tobacco use prevalence (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5584,PUBLISHED,Published,,2005,2005,,EUR,Europe,,DEU,2005,2005,Germany,,MLE,Male,,34.5 [29.3-39.8],34.50000,29.30000,39.80000,,,Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates.
M_Est_tob_curr,Estimate of current tobacco use prevalence (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5584,PUBLISHED,Published,,2005,2005,,EUR,Europe,,DEU,2005,2005,Germany,,FMLE,Female,,25.2 [21.4-29.0],25.20000,21.40000,29.00000,,,Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates.
M_Est_tob_curr,Estimate of current tobacco use prevalence (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5584,PUBLISHED,Published,,2005,2005,,EUR,Europe,,DEU,2005,2005,Germany,,BTSX,Both sexes,,29.7 [25.2-34.2],29.70000,25.20000,34.20000,,,Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates.
M_Est_tob_curr,Estimate of current tobacco use prevalence (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5584,PUBLISHED,Published,,2007,2007,,EUR,Europe,,DEU,2007,2007,Germany,,MLE,Male,,32.7 [27.2-38.1],32.70000,27.20000,38.10000,,,Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates.
M_Est_tob_curr,Estimate of current tobacco use prevalence (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5584,PUBLISHED,Published,,2007,2007,,EUR,Europe,,DEU,2007,2007,Germany,,FMLE,Female,,23.8 [20.1-27.6],23.80000,20.10000,27.60000,,,Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates.
M_Est_tob_curr,Estimate of current tobacco use prevalence (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5584,PUBLISHED,Published,,2007,2007,,EUR,Europe,,DEU,2007,2007,Germany,,BTSX,Both sexes,,28.1 [23.5-32.7],28.10000,23.50000,32.70000,,,Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates.
M_Est_tob_curr,Estimate of current tobacco use prevalence (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5584,PUBLISHED,Published,,2010,2010,,EUR,Europe,,DEU,2010,2010,Germany,,MLE,Male,,29.9 [25.4-34.5],29.90000,25.40000,34.50000,,,Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates.
M_Est_tob_curr,Estimate of current tobacco use prevalence (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5584,PUBLISHED,Published,,2010,2010,,EUR,Europe,,DEU,2010,2010,Germany,,FMLE,Female,,22.2 [18.7-25.6],22.20000,18.70000,25.60000,,,Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates.
M_Est_tob_curr,Estimate of current tobacco use prevalence (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5584,PUBLISHED,Published,,2010,2010,,EUR,Europe,,DEU,2010,2010,Germany,,BTSX,Both sexes,,25.9 [22.0-29.9],25.90000,22.00000,29.90000,,,Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates.
M_Est_tob_curr,Estimate of current tobacco use prevalence (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5584,PUBLISHED,Published,,2015,2015,,EUR,Europe,,DEU,2015,2015,Germany,,MLE,Male,,25.8 [22.0-29.7],25.80000,22.00000,29.70000,,,Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates.
M_Est_tob_curr,Estimate of current tobacco use prevalence (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5584,PUBLISHED,Published,,2015,2015,,EUR,Europe,,DEU,2015,2015,Germany,,FMLE,Female,,19.5 [16.1-23.0],19.50000,16.10000,23.00000,,,Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates.
M_Est_tob_curr,Estimate of current tobacco use prevalence (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5584,PUBLISHED,Published,,2015,2015,,EUR,Europe,,DEU,2015,2015,Germany,,BTSX,Both sexes,,22.6 [19.0-26.3],22.60000,19.00000,26.30000,,,Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates.
M_Est_tob_curr,Estimate of current tobacco use prevalence (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5584,PUBLISHED,Published,,2020,2020,,EUR,Europe,,DEU,2020,2020,Germany,,MLE,Male,,22.6 [19.1-26.1],22.60000,19.10000,26.10000,,,Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates.
